Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
35,Adryelson,br BRA,DF,Lyon,fr Ligue 1,26.0,1998,1,0,1,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1,3,33.3,21,19,0,0.0,0.0,0.0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0,0.00,0,0,0,0,0,0,0,0.00,5,1,2,3,0,0,5,0,0,,0,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Vasilije Adžić,me MNE,"MF,FW",Juventus,it Serie A,18.0,2006,3,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.09,0,1,2,1,1,100.0,3.46,3.46,0.00,0.00,29.1,0,0,0,0.0,0.0,0.03,0.0,0.0,12,16,75.0,202,22,0,0.0,0.0,0.0,0,1,1,0,1,16,0,0,0,0,0,0,0,0,0,0,12,2,2,0,1,1,1,0.0,1,0,0,0,0,2,0,0,2,6.92,1,0,0,1,0,0,0,0.00,19,0,2,7,10,1,19,1,0,0.0,1,100.0,8,25,5,0,1,0,0,1,15,2,0,0,0,1,0,0,0,0,2,0,0,0,2,2,2,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Michel Aebischer,ch SUI,MF,Bologna,it Serie A,28.0,1997,7,5,378,4.2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0.00,0.10,4,19,9,5,2,40.0,1.19,0.48,0.00,0.00,21.1,1,0,0,0.2,0.2,0.03,-0.2,-0.2,170,196,86.7,3073,764,0,0.3,0.5,-0.3,6,17,3,1,19,184,10,4,1,1,6,0,6,1,3,0,170,7,4,1,4,2,8,50.0,4,3,1,2,5,12,2,0,9,2.14,6,2,0,0,0,1,0,0.00,234,6,33,138,64,7,234,3,1,33.3,1,33.3,127,500,180,4,6,2,4,3,165,9,0,0,0,8,8,0,6,5,4,0,0,0,18,3,6,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Oladapo Afolayan,eng ENG,"FW,MF",St. Pauli,de Bundesliga,26.0,1998,20,13,1244,13.8,2,1,3,2,0,0,2,0,2.7,2.7,3.2,5.9,0.22,0.43,40,22,87,28,9,32.1,2.03,0.65,0.07,0.22,19.4,0,0,0,2.7,2.7,0.10,-0.7,-0.7,238,339,70.2,4127,969,1,3.2,3.0,-2.2,16,16,9,8,22,318,18,3,0,4,42,7,0,0,0,0,238,15,8,4,7,4,14,35.7,9,12,1,11,7,22,14,0,40,2.89,21,0,11,5,3,0,6,0.43,544,9,68,229,258,48,544,77,39,50.6,33,42.9,364,2519,1050,40,33,20,42,33,397,87,2,0,0,17,32,9,42,7,8,1,0,0,55,12,36,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Emmanuel Agbadou,ci CIV,DF,Wolves,eng Premier League,27.0,1997,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.01,1,6,0,1,0,0.0,0.25,0.00,0.00,,29.4,0,0,0,0.0,0.0,0.02,0.0,0.0,151,198,76.3,3281,1052,0,0.0,0.0,0.0,0,4,0,0,6,184,13,10,0,8,0,0,0,0,0,0,151,14,9,10,4,0,11,63.6,4,4,2,2,5,19,23,0,3,0.75,2,1,0,0,0,0,0,0.00,250,44,146,99,8,0,250,6,5,83.3,1,16.7,134,693,300,1,2,0,2,1,134,0,1,0,0,0,1,1,0,5,9,0,0,0,24,8,5,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Emmanuel Agbadou,ci CIV,DF,Reims,fr Ligue 1,27.0,1997,14,14,1260,14.0,0,0,0,0,0,0,3,0,0.5,0.5,0.3,0.8,0.00,0.06,10,77,0,15,3,20.0,1.07,0.21,0.00,0.00,28.8,1,0,0,0.5,0.5,0.04,-0.5,-0.5,810,922,87.9,16521,6962,0,0.3,0.3,-0.3,8,71,4,1,77,842,77,37,3,22,1,4,0,0,0,0,810,25,17,19,3,3,26,73.1,7,22,13,9,19,44,64,1,21,1.50,19,0,1,1,0,0,1,0.07,1080,178,565,474,45,4,1080,12,9,75.0,3,25.0,621,3413,1974,10,9,0,9,6,701,0,3,0,0,13,6,0,1,19,17,0,0,0,85,18,11,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Asher Agbinone,eng ENG,MF,Crystal Palace,eng Premier League,19.0,2005,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.00,0.79,2,0,1,1,0,0.0,15.00,0.00,0.00,,26.3,0,0,0,0.0,0.0,0.02,0.0,0.0,2,3,66.7,32,0,0,0.0,0.0,0.0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,2,1,0,2,0,0,,0,0,0,0,0,2,0,0,1,15.00,1,0,0,0,0,0,0,0.00,8,0,0,2,6,0,8,2,0,0.0,1,50.0,5,53,23,2,0,0,0,1,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Jeremy Agbonifo,se SWE,"FW,MF",Lens,fr Ligue 1,19.0,2005,2,0,76,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,1.18,0.61,4,1,8,3,2,66.7,3.55,2.37,0.33,0.50,13.0,0,0,0,0.5,0.5,0.17,+0.5,+0.5,6,8,75.0,49,16,0,0.0,0.0,0.0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,6,2,2,2,0,0,1,100.0,0,0,0,0,1,3,0,0,1,1.18,1,0,0,0,0,0,0,0.00,21,0,6,9,8,6,21,4,2,50.0,2,50.0,16,118,36,4,0,3,2,1,15,8,0,0,0,2,1,1,0,1,2,0,0,0,3,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Julen Agirrezabala,es ESP,GK,Athletic Club,es La Liga,24.0,2000,14,14,1206,13.4,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,281,411,68.4,7681,5777,0,0.0,0.0,0.0,0,1,0,0,0,305,102,36,0,0,0,0,0,0,0,0,281,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,3,0.22,3,0,0,0,0,0,0,0.00,437,357,436,1,0,0,437,0,0,,0,,237,1238,682,0,0,0,1,0,211,0,1,1,0,3,1,0,0,0,0,0,2,0,21,5,0,100.0,9,0.67,34,24,76.5,9,4,1,5,35.7,2,1,1,0,10.5,0.27,+1.5,+0.11,57,178,32.0,341,51,37.5,33.9,143,20,14.0,17,1.27,14.2
44,Lucien Agoume,fr FRA,MF,Sevilla,es La Liga,23.0,2002,21,12,1042,11.6,0,0,0,0,0,0,3,1,0.2,0.2,0.6,0.8,0.00,0.07,13,54,13,5,0,0.0,0.43,0.00,0.00,,13.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,508,628,80.9,7863,2274,0,0.6,0.4,-0.6,8,48,4,0,54,608,16,12,2,5,4,4,0,0,0,0,508,30,8,10,16,4,20,65.0,7,17,6,11,19,49,14,0,24,2.07,22,0,1,1,0,0,2,0.17,744,31,175,465,113,9,744,13,11,84.6,2,15.4,338,1538,685,13,12,1,16,6,481,13,3,1,0,22,3,2,4,19,8,0,1,0,74,20,22,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Felix Agu,de GER,DF,Werder Bremen,de Bundesliga,25.0,1999,10,10,799,8.9,2,0,2,2,0,0,1,0,0.7,0.7,0.9,1.5,0.23,0.17,17,16,69,3,3,100.0,0.34,0.34,0.67,0.67,12.9,0,0,0,0.7,0.7,0.22,+1.3,+1.3,306,378,81.0,4868,1462,0,0.9,1.1,-0.9,11,9,14,8,16,314,63,2,0,2,21,61,0,0,0,0,306,10,5,6,3,1,11,45.5,6,6,2,4,8,18,23,0,17,1.91,14,0,1,0,2,0,1,0.11,463,23,144,197,123,20,463,10,3,30.0,6,60.0,251,1183,587,17,6,3,17,3,295,69,1,0,0,7,17,2,21,8,5,0,0,1,25,9,12,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Álvaro Aguado,es ESP,MF,Espanyol,es La Liga,28.0,1996,11,4,406,4.5,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.5,0.00,0.11,9,25,2,9,0,0.0,2.00,0.00,0.00,,23.4,1,0,0,0.4,0.4,0.05,-0.4,-0.4,158,205,77.1,3028,943,0,0.0,0.2,0.0,2,22,7,3,25,189,15,9,1,3,11,2,3,1,1,0,158,4,2,2,2,0,8,25.0,6,6,1,5,3,7,5,1,13,2.88,12,0,0,1,0,0,0,0.00,255,6,57,141,60,3,255,7,4,57.1,2,28.6,145,1122,565,9,5,1,8,3,162,2,2,0,0,5,7,0,11,3,2,0,0,0,31,3,2,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Lorenzo Aguado,es ESP,DF,Real Madrid,es La Liga,22.0,2002,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1,1,100.0,34,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,0.00,3,0,3,0,0,0,3,0,0,,0,,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Nayef Aguerd,ma MAR,DF,Real Sociedad,es La Liga,28.0,1996,17,17,1459,16.2,0,0,0,0,0,0,4,0,2.0,2.0,0.1,2.1,0.00,0.13,22,66,1,12,4,33.3,0.74,0.25,0.00,0.00,12.0,0,0,0,2.0,2.0,0.17,-2.0,-2.0,996,1131,88.1,19279,7042,0,0.1,0.2,-0.1,5,76,3,1,66,1080,46,33,0,30,2,3,0,0,0,0,996,29,23,16,12,1,17,64.7,6,18,12,6,13,42,74,0,12,0.74,10,1,0,1,0,0,1,0.06,1301,110,585,676,42,12,1301,7,4,57.1,1,14.3,817,4835,3024,22,12,0,5,2,929,1,4,0,0,9,18,0,2,13,23,0,1,0,60,50,27,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Ruben Aguilar,fr FRA,DF,Lens,fr Ligue 1,31.0,1993,6,3,279,3.1,0,1,1,0,0,0,1,0,0.2,0.2,0.7,0.8,0.32,0.27,2,14,29,2,0,0.0,0.65,0.00,0.00,,13.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,169,210,80.5,2268,896,1,0.7,0.6,+0.3,2,9,3,0,14,169,41,3,0,1,10,38,0,0,0,0,169,10,7,6,4,0,9,77.8,2,5,1,4,5,15,2,0,8,2.57,8,0,0,0,0,0,1,0.32,242,2,55,108,83,8,242,3,1,33.3,2,66.7,109,456,187,2,5,0,4,1,134,29,1,0,0,5,2,1,10,5,7,0,0,0,21,2,2,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Naouirou Ahamada,fr FRA,"MF,FW",Rennes,fr Ligue 1,22.0,2002,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.05,1,1,1,1,0,0.0,2.25,0.00,0.00,,28.2,0,0,0,0.0,0.0,0.02,0.0,0.0,13,14,92.9,195,29,0,0.0,0.0,0.0,0,2,0,0,1,14,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,1,2.25,1,0,0,0,0,0,0,0.00,19,1,6,11,2,0,19,0,0,,0,,11,108,47,1,1,0,1,1,13,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Honest Ahanor,it ITA,DF,Genoa,it Serie A,16.0,2008,2,1,85,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,0.09,1,2,3,1,0,0.0,1.06,0.00,0.00,,9.1,0,0,0,0.1,0.1,0.08,-0.1,-0.1,12,17,70.6,275,122,0,0.0,0.0,0.0,0,0,0,0,2,14,3,0,0,0,1,3,0,0,0,0,12,2,1,0,2,0,4,50.0,2,0,0,0,0,2,2,0,2,2.12,1,0,0,0,1,0,0,0.00,24,1,9,6,9,1,24,1,0,0.0,0,0.0,11,87,29,1,0,0,1,1,9,3,0,0,0,0,4,0,1,0,1,0,0,0,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Erik Ahlstrand,se SWE,"FW,MF",St. Pauli,de Bundesliga,23.0,2001,5,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,1,1,3,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,10,13,76.9,125,21,0,0.0,0.0,0.0,0,1,0,0,1,13,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,0,0.00,0,0,0,0,0,0,0,0.00,22,0,2,10,10,2,22,0,0,,0,,12,68,26,1,2,0,3,0,14,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Jean-Eudes Aholou,ci CIV,MF,Angers,fr Ligue 1,30.0,1994,20,20,1500,16.7,2,0,2,2,0,0,5,0,1.6,1.6,0.3,1.9,0.12,0.11,14,59,12,24,6,25.0,1.44,0.36,0.08,0.33,19.3,0,0,0,1.6,1.6,0.07,+0.4,+0.4,528,616,85.7,8360,2194,0,0.3,0.4,-0.3,7,36,5,0,59,607,7,7,1,2,2,0,0,0,0,0,528,43,26,20,14,9,37,48.6,19,28,12,16,32,75,25,0,26,1.56,16,0,2,3,2,3,0,0.00,837,37,210,502,133,27,837,23,11,47.8,10,43.5,412,1821,883,14,7,2,25,11,502,12,5,0,0,38,18,1,2,32,26,0,0,0,85,27,17,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Joseph Aidoo,gh GHA,DF,Valladolid,es La Liga,29.0,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,27,47,57.4,528,292,0,0.0,0.0,0.0,0,3,1,0,1,42,5,2,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,0,0.00,0,0,0,0,0,0,0,0.00,53,12,34,19,0,0,53,0,0,,0,,27,96,21,0,0,0,0,0,29,0,0,0,0,0,1,0,0,1,0,0,0,0,5,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,29.0,1995,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,6,7,85.7,126,81,0,0.0,0.0,0.0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0.00,8,0,4,4,0,0,8,0,0,,0,,7,9,8,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Ayman Aiki,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,19.0,2005,5,1,127,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,0.09,4,5,8,3,1,33.3,2.13,0.71,0.00,0.00,23.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,17,29,58.6,234,93,0,0.0,0.0,0.0,1,2,1,0,5,29,0,0,0,0,1,0,0,0,0,0,17,3,3,1,2,0,1,100.0,0,1,0,1,1,4,0,0,1,0.71,1,0,0,0,0,0,0,0.00,48,1,10,20,19,2,48,4,0,0.0,4,100.0,33,169,95,4,2,1,5,7,37,8,0,0,0,4,1,0,1,1,3,0,0,0,7,1,4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Ola Aina,ng NGA,DF,Nott'ham Forest,eng Premier League,28.0,1996,24,24,2081,23.1,2,1,3,2,0,0,2,0,0.6,0.6,0.6,1.2,0.13,0.05,47,82,45,7,2,28.6,0.30,0.09,0.29,1.00,22.8,0,0,0,0.6,0.6,0.08,+1.4,+1.4,705,960,73.4,10873,4703,1,0.6,1.3,+0.4,9,65,14,7,82,763,195,11,0,3,34,184,0,0,0,0,705,46,35,32,13,1,49,61.2,19,22,7,15,29,75,72,1,42,1.82,34,5,1,1,0,1,2,0.09,1213,105,445,500,290,18,1213,50,24,48.0,17,34.0,529,3472,2033,47,30,9,29,16,573,45,2,0,0,14,25,2,34,29,35,0,0,0,134,10,15,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Rayan Aït-Nouri,dz ALG,DF,Wolves,eng Premier League,23.0,2001,23,23,1953,21.7,3,5,8,3,0,0,6,1,1.6,1.6,2.3,3.8,0.37,0.18,54,76,104,19,5,26.3,0.88,0.23,0.16,0.60,14.9,0,0,0,1.6,1.6,0.09,+1.4,+1.4,884,1051,84.1,12388,3597,5,2.3,1.5,+2.7,19,49,20,4,76,865,182,26,3,4,45,145,11,8,1,0,884,56,34,38,15,3,44,65.9,15,29,5,24,16,72,48,1,42,1.93,28,5,4,3,1,1,7,0.32,1288,66,366,566,375,49,1288,73,36,49.3,24,32.9,680,3958,2166,54,38,16,22,26,783,104,6,1,1,22,24,2,45,16,34,0,0,0,101,13,20,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Junior Ajayi,ci CIV,FW,Hellas Verona,it Serie A,20.0,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0,,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,26.0,1998,11,10,792,8.8,0,0,0,0,0,0,3,0,0.6,0.6,0.8,1.4,0.00,0.16,17,32,22,4,2,50.0,0.45,0.23,0.00,0.00,9.1,0,0,0,0.6,0.6,0.14,-0.6,-0.6,301,388,77.6,4818,1772,0,0.8,0.3,-0.8,4,29,3,3,32,348,39,2,0,3,8,37,0,0,0,0,301,11,8,8,3,0,14,35.7,9,9,2,7,6,17,24,0,13,1.48,11,0,1,1,0,0,2,0.23,466,32,168,214,89,21,466,10,5,50.0,5,50.0,253,1460,859,17,7,1,11,9,306,22,3,0,0,8,5,0,8,6,8,0,0,0,23,14,15,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,30.0,1994,19,17,1483,16.5,9,1,10,9,0,1,4,0,6.0,5.2,2.3,7.5,0.61,0.50,6,30,76,26,16,61.5,1.58,0.97,0.35,0.56,12.8,0,0,1,6.0,5.2,0.20,+3.0,+3.8,281,403,69.7,4096,639,1,2.3,1.3,-1.3,26,25,8,0,30,397,4,0,1,8,2,1,0,0,0,0,281,15,12,3,5,7,16,31.3,11,14,4,10,4,19,17,0,40,2.43,34,0,2,1,2,1,4,0.24,549,22,51,270,233,67,548,13,6,46.2,7,53.8,251,829,308,6,10,2,36,5,390,76,4,0,0,37,17,8,2,4,12,2,0,0,42,82,73,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,29.0,1995,20,20,1707,19.0,0,0,0,0,0,0,3,0,0.7,0.7,0.4,1.1,0.00,0.06,38,135,6,10,1,10.0,0.53,0.05,0.00,0.00,16.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,1389,1479,93.9,22799,6245,0,0.4,1.1,-0.4,9,149,11,2,135,1444,34,17,4,9,11,10,0,0,0,0,1389,15,10,8,4,3,12,58.3,5,11,8,3,7,22,55,3,34,1.79,34,0,0,0,0,0,2,0.11,1591,108,472,773,348,11,1591,2,2,100.0,0,0.0,1041,5502,3286,38,52,0,4,5,1258,6,3,0,0,16,9,0,11,7,10,0,0,0,86,23,29,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Ümit Akdag,ro ROU,DF,Toulouse,fr Ligue 1,21.0,2003,5,5,356,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.00,0.03,3,24,7,2,0,0.0,0.51,0.00,0.00,,24.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,219,276,79.3,3705,1409,0,0.0,0.1,0.0,1,12,1,0,24,249,27,7,1,1,1,17,0,0,0,0,219,5,2,1,4,0,8,37.5,5,7,5,2,11,16,11,0,2,0.51,2,0,0,0,0,0,0,0.00,313,21,111,192,14,1,313,1,1,100.0,0,0.0,173,742,354,3,1,0,1,0,192,7,1,0,0,6,0,0,1,11,2,0,0,0,20,16,4,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,29.0,1995,9,7,602,6.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.00,0.03,11,39,2,3,0,0.0,0.45,0.00,0.00,,10.0,0,0,0,0.2,0.2,0.07,-0.2,-0.2,439,469,93.6,7148,2401,0,0.0,0.1,0.0,0,32,1,0,39,442,25,12,0,0,1,7,0,0,0,0,439,9,7,7,2,0,5,80.0,1,7,2,5,3,12,20,1,6,0.90,6,0,0,0,0,0,0,0.00,519,47,186,277,57,4,519,1,1,100.0,0,0.0,344,1912,1263,11,11,1,2,3,383,2,0,0,0,2,0,0,1,3,7,0,0,0,22,13,10,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,es La Liga,20.0,2004,11,7,584,6.5,1,0,1,1,0,0,1,0,0.6,0.6,1.0,1.6,0.15,0.23,30,12,64,17,6,35.3,2.62,0.92,0.06,0.17,23.3,0,0,0,0.6,0.6,0.03,+0.4,+0.4,136,185,73.5,2161,534,0,1.0,1.7,-1.0,9,5,8,2,12,177,7,2,1,2,18,2,3,2,0,0,136,12,7,4,4,4,12,50.0,6,8,0,8,3,15,13,0,29,4.38,17,0,5,1,6,0,1,0.15,292,8,44,89,162,29,292,43,19,44.2,17,39.5,200,1310,759,30,18,20,15,10,209,64,1,0,0,9,21,1,18,3,7,0,0,0,30,6,6,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Sergio Akieme,es ESP,DF,Reims,fr Ligue 1,27.0,1997,18,17,1493,16.6,1,1,2,1,0,0,3,0,0.6,0.6,1.0,1.6,0.12,0.09,33,49,60,16,3,18.8,0.96,0.18,0.06,0.33,20.0,0,0,0,0.6,0.6,0.04,+0.4,+0.4,523,651,80.3,7399,2098,1,1.0,1.3,0.0,9,23,11,6,49,540,107,13,0,0,51,92,2,2,0,0,523,23,17,20,2,1,24,66.7,8,18,5,13,13,36,45,4,18,1.09,16,0,0,1,1,0,1,0.06,828,53,295,304,238,19,828,22,10,45.5,12,54.5,398,2416,1321,33,24,5,22,12,453,60,3,0,0,17,13,0,51,13,17,0,0,0,66,13,15,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Maghnes Akliouche,fr FRA,"FW,MF",Monaco,fr Ligue 1,22.0,2002,19,15,1375,15.3,3,5,8,3,0,0,1,0,4.1,4.1,4.9,9.0,0.52,0.59,63,101,128,34,7,20.6,2.23,0.46,0.09,0.43,16.7,1,0,0,4.1,4.1,0.12,-1.1,-1.1,557,704,79.1,7504,2489,5,4.9,5.0,+0.1,32,41,32,1,101,672,26,10,5,4,32,8,8,3,1,0,557,31,19,9,11,11,27,44.4,15,11,0,11,9,40,6,0,68,4.45,50,1,6,5,4,2,8,0.52,914,14,102,374,454,87,914,60,28,46.7,31,51.7,582,3565,1913,63,53,26,46,27,649,128,1,0,0,19,23,7,32,9,19,0,0,0,78,2,9,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,23.0,2001,19,17,1501,16.7,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.5,0.00,0.03,20,54,23,4,1,25.0,0.24,0.06,0.00,0.00,19.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,587,732,80.2,11760,4622,0,0.4,0.5,-0.4,7,44,10,5,54,659,71,32,0,24,23,37,1,1,0,0,587,34,22,20,8,6,30,70.0,9,28,7,21,24,58,76,1,17,1.02,12,2,0,0,1,2,2,0.12,927,96,459,378,99,5,927,16,4,25.0,10,62.5,522,2674,1478,20,17,1,4,4,532,23,3,0,0,5,19,0,23,24,22,0,1,0,84,23,21,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
